trace_seq,op,addr,val,mask,match,n_driver_sites,driver_site(s),value_check
32398,MAC.MCTRL,,0x04000400,0xffffffff,NONE,,,
32399,MAC.MHF,0x0004,0x0080,0x0080,NONE,,,
32400,MAC.MCTRL,,0x04000400,0xffffffff,NONE,,,
32401,MAC.MCTRL,,0x04000400,0xffffffff,NONE,,,
32402,MAC.MHF,0x0000,0x0100,0x0100,NONE,,,
32403,MAC.MCTRL,,0x04000400,0xffffffff,NONE,,,
32404,PMU.RC,0x0000,0x00000000,0x00000002,NONE,,,
32405,MAC.MCTRL,,0x04000404,0xffffffff,NONE,,,
32406,MAC.MHF,0x0000,0x0000,0x0010,NONE,,,
32407,MAC.MHF,0x0001,0x0000,0x0100,NONE,,,
32408,MAC.MHF,0x0002,0x0000,0x2000,NONE,,,
32409,MAC.MHF,0x0001,0x0000,0x0200,NONE,,,
32410,MAC.MHF,0x0002,0x0000,0x1504,NONE,,,
32411,MAC.MHF,0x0002,0x0000,0x1000,NONE,,,
32412,MAC.MHF,0x0004,0x0000,0x0006,NONE,,,
32413,MAC.MCTRL,,0x04020402,0xffffffff,NONE,,,
32414,MAC.MCTRL,,0x00000000,0x0000c000,NONE,,,
32415,GPIO.CTL,,0x00000000,0x00000000,NONE,,,
32416,MAC.MCTRL,,0x40020000,0x40060000,NONE,,,
32417,PMU.PLL,0x0002,0x00000000,0x00000000,NONE,,,
32418,PMU.PLL,0x0003,0x00000000,0x00000000,NONE,,,
32419,PHY.RD,0x0728,UNDEFINED,,MULTI,2,radio_2069.c:1249 b43_radio_2069_channel_setup;rxiqcal_phy_ac.c:432 b43_phy_ac_rxiq_set_tone,
32420,PHY.RD,0x0408,UNDEFINED,,UNIQUE,1,radio_2069.c:1250 b43_radio_2069_channel_setup,
32421,PHY.WR,0x0415,0x0000,,EXACT,1,radio_2069.c:1253 b43_radio_2069_channel_setup,VAL-OK
32422,PHY.WR,0x040e,0x0000,,EXACT,1,radio_2069.c:1254 b43_radio_2069_channel_setup,VAL-OK
32423,PHY.WR,0x040c,0x2000,,EXACT,1,radio_2069.c:1255 b43_radio_2069_channel_setup,VAL-OK
32424,PHY.WR,0x0408,0x0c00,,EXACT,6,radio_2069.c:1256 b43_radio_2069_channel_setup;radio_2069.c:1264 b43_radio_2069_channel_setup;radio_2069.c:1269 b43_radio_2069_channel_setup,VAL-OK
32425,PHY.WR,0x0417,0x0000,,EXACT,4,phy_ac.c:3399 b43_phy_ac_set_channel;radio_2069.c:1257 b43_radio_2069_channel_setup,VAL-OK
32426,PHY.WR,0x0416,0x000d,,EXACT,2,radio_2069.c:1258 b43_radio_2069_channel_setup,VAL-OK
32427,PHY.WR,0x0728,0x0000,,EXACT,19,phy_ac.c:2921 b43_phy_ac_channel_setup;phy_ac.c:2922 b43_phy_ac_channel_setup;phy_ac.c:2923 b43_phy_ac_channel_setup,VAL-OK
32428,PHY.RD,0x0720,UNDEFINED,,UNIQUE,1,radio_2069.c:1262 b43_radio_2069_channel_setup,
32429,PHY.WR,0x0720,0x03ff,,EXACT,2,radio_2069.c:1263 b43_radio_2069_channel_setup,VAL-OK
32430,PHY.WR,0x0408,0x0c00,,EXACT,6,radio_2069.c:1256 b43_radio_2069_channel_setup;radio_2069.c:1264 b43_radio_2069_channel_setup;radio_2069.c:1269 b43_radio_2069_channel_setup,VAL-OK
32431,PHY.WR,0x0408,0x0c01,,EXACT,6,radio_2069.c:1268 b43_radio_2069_channel_setup,VAL-OK
32432,PHY.WR,0x0408,0x0c00,,EXACT,6,radio_2069.c:1256 b43_radio_2069_channel_setup;radio_2069.c:1264 b43_radio_2069_channel_setup;radio_2069.c:1269 b43_radio_2069_channel_setup,VAL-OK
32433,RAD.WR,0x063a,0x0000,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32434,RAD.WR,0x063d,0x000f,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32435,RAD.WR,0x0645,0x3000,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32436,RAD.WR,0x0646,0x0303,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32437,RAD.WR,0x0647,0x36e2,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32438,RAD.WR,0x0649,0x6000,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32439,RAD.WR,0x064a,0x0003,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32440,RAD.WR,0x065e,0x0ff4,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32441,RAD.WR,0x0666,0x0b2d,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32442,RAD.WR,0x0667,0x03ff,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32443,RAD.WR,0x0115,0x3337,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32444,RAD.WR,0x0117,0x1337,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32445,RAD.WR,0x0718,0x7777,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32446,RAD.WR,0x071c,0x1000,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32447,RAD.WR,0x0726,0x0100,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32448,RAD.WR,0x0727,0x0002,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32449,RAD.WR,0x0761,0x0100,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32450,RAD.WR,0x0407,0x8382,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32451,RAD.WR,0x055e,0x0020,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32452,RAD.WR,0x0885,0x0700,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32453,RAD.WR,0x08e9,0x01ce,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32454,RAD.WR,0x08ea,0x00ff,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32455,RAD.WR,0x08ec,0x06ff,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32456,RAD.WR,0x0972,0x0600,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32457,RAD.MOD,0x096b,0x0800,0x0800,EXACT,5,radio_2069.c:1275 b43_radio_2069_channel_setup,VAL-OK
32458,RAD.RD,0x096b,UNDEFINED,,RMW-RD,0,radio_2069.c:1275 b43_radio_2069_channel_setup,
32459,RAD.WR,0x096b,0x0800,,RMW-WB,0,radio_2069.c:1275 b43_radio_2069_channel_setup,
32460,RAD.MOD,0x096b,0x4000,0x4000,EXACT,5,radio_2069.c:1276 b43_radio_2069_channel_setup,VAL-OK
32461,RAD.RD,0x096b,UNDEFINED,,RMW-RD,0,radio_2069.c:1276 b43_radio_2069_channel_setup,
32462,RAD.WR,0x096b,0x4800,,RMW-WB,0,radio_2069.c:1276 b43_radio_2069_channel_setup,
32463,RAD.MOD,0x096c,0x0800,0x0800,EXACT,1,radio_2069.c:1277 b43_radio_2069_channel_setup,VAL-OK
32464,RAD.RD,0x096c,UNDEFINED,,RMW-RD,0,radio_2069.c:1277 b43_radio_2069_channel_setup,
32465,RAD.WR,0x096c,0x0800,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup,
32466,RAD.MOD,0x096b,0x8000,0x8000,EXACT,5,radio_2069.c:1278 b43_radio_2069_channel_setup,VAL-OK
32467,RAD.RD,0x096b,UNDEFINED,,RMW-RD,0,radio_2069.c:1278 b43_radio_2069_channel_setup,
32468,RAD.WR,0x096b,0xc800,,RMW-WB,0,radio_2069.c:1278 b43_radio_2069_channel_setup,
32469,RAD.MOD,0x096b,0x1000,0x1000,EXACT,5,radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-OK
32470,RAD.RD,0x096b,UNDEFINED,,RMW-RD,0,radio_2069.c:1279 b43_radio_2069_channel_setup,
32471,RAD.WR,0x096b,0xd800,,RMW-WB,0,radio_2069.c:1279 b43_radio_2069_channel_setup,
32472,RAD.MOD,0x096b,0x0004,0x0004,EXACT,5,radio_2069.c:1280 b43_radio_2069_channel_setup,VAL-OK
32473,RAD.RD,0x096b,UNDEFINED,,RMW-RD,0,radio_2069.c:1280 b43_radio_2069_channel_setup,
32474,RAD.WR,0x096b,0xd804,,RMW-WB,0,radio_2069.c:1280 b43_radio_2069_channel_setup,
32475,RAD.MOD,0x0407,0x0002,0x0002,EXACT,1,radio_2069.c:1281 b43_radio_2069_channel_setup,VAL-OK
32476,RAD.RD,0x0407,UNDEFINED,,RMW-RD,0,radio_2069.c:1281 b43_radio_2069_channel_setup,
32477,RAD.WR,0x0407,0x8302,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32478,RAD.MOD,0x055e,0x0010,0x0010,EXACT,1,radio_2069.c:1282 b43_radio_2069_channel_setup,VAL-OK
32479,RAD.RD,0x055e,UNDEFINED,,RMW-RD,0,radio_2069.c:1282 b43_radio_2069_channel_setup,
32480,RAD.WR,0x055e,0x0030,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32481,RAD.MOD,0x0126,0x0100,0x0300,MULTI,2,radio_2069.c:1032 b43_radio_2069_channel_setup;radio_2069.c:1298 b43_radio_2069_channel_setup,VAL-MISMATCH
32482,RAD.RD,0x0126,UNDEFINED,,RMW-RD,0,radio_2069.c:1032 b43_radio_2069_channel_setup;radio_2069.c:1298 b43_radio_2069_channel_setup,
32483,RAD.WR,0x0126,0x0100,,RMW-WB,0,radio_2069.c:1032 b43_radio_2069_channel_setup;radio_2069.c:1298 b43_radio_2069_channel_setup,
32484,RAD.MOD,0x0127,0x0002,0x0003,UNIQUE,1,radio_2069.c:1299 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32485,RAD.RD,0x0127,UNDEFINED,,RMW-RD,0,radio_2069.c:1299 b43_radio_2069_channel_setup,
32486,RAD.WR,0x0127,0x0002,,RMW-WB,0,radio_2069.c:1299 b43_radio_2069_channel_setup,
32487,RAD.MOD,0x006f,0x0000,0x0004,MULTI,3,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32488,RAD.RD,0x006f,UNDEFINED,,RMW-RD,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32489,RAD.WR,0x006f,0x0000,,RMW-WB,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32490,RAD.MOD,0x006f,0x0000,0x0001,MULTI,3,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32491,RAD.RD,0x006f,UNDEFINED,,RMW-RD,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32492,RAD.WR,0x006f,0x0000,,RMW-WB,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32493,RAD.MOD,0x006f,0x0000,0x0002,MULTI,3,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32494,RAD.RD,0x006f,UNDEFINED,,RMW-RD,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32495,RAD.WR,0x006f,0x0000,,RMW-WB,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32496,RAD.MOD,0x0065,0x0000,0x0001,UNIQUE,1,radio_2069.c:1303 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32497,RAD.RD,0x0065,UNDEFINED,,RMW-RD,0,radio_2069.c:1303 b43_radio_2069_channel_setup,
32498,RAD.WR,0x0065,0x0000,,RMW-WB,0,radio_2069.c:1303 b43_radio_2069_channel_setup,
32499,RAD.MOD,0x0326,0x0100,0x0300,MULTI,2,radio_2069.c:1032 b43_radio_2069_channel_setup;radio_2069.c:1298 b43_radio_2069_channel_setup,VAL-MISMATCH
32500,RAD.RD,0x0326,UNDEFINED,,RMW-RD,0,radio_2069.c:1032 b43_radio_2069_channel_setup;radio_2069.c:1298 b43_radio_2069_channel_setup,
32501,RAD.WR,0x0326,0x0100,,RMW-WB,0,radio_2069.c:1032 b43_radio_2069_channel_setup;radio_2069.c:1298 b43_radio_2069_channel_setup,
32502,RAD.MOD,0x0327,0x0002,0x0003,UNIQUE,1,radio_2069.c:1299 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32503,RAD.RD,0x0327,UNDEFINED,,RMW-RD,0,radio_2069.c:1299 b43_radio_2069_channel_setup,
32504,RAD.WR,0x0327,0x0002,,RMW-WB,0,radio_2069.c:1299 b43_radio_2069_channel_setup,
32505,RAD.MOD,0x026f,0x0000,0x0004,MULTI,3,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32506,RAD.RD,0x026f,UNDEFINED,,RMW-RD,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32507,RAD.WR,0x026f,0x0000,,RMW-WB,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32508,RAD.MOD,0x026f,0x0000,0x0001,MULTI,3,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32509,RAD.RD,0x026f,UNDEFINED,,RMW-RD,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32510,RAD.WR,0x026f,0x0000,,RMW-WB,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32511,RAD.MOD,0x026f,0x0000,0x0002,MULTI,3,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32512,RAD.RD,0x026f,UNDEFINED,,RMW-RD,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32513,RAD.WR,0x026f,0x0000,,RMW-WB,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32514,RAD.MOD,0x0265,0x0000,0x0001,UNIQUE,1,radio_2069.c:1303 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32515,RAD.RD,0x0265,UNDEFINED,,RMW-RD,0,radio_2069.c:1303 b43_radio_2069_channel_setup,
32516,RAD.WR,0x0265,0x0000,,RMW-WB,0,radio_2069.c:1303 b43_radio_2069_channel_setup,
32517,RAD.MOD,0x0526,0x0100,0x0300,MULTI,2,radio_2069.c:1032 b43_radio_2069_channel_setup;radio_2069.c:1298 b43_radio_2069_channel_setup,VAL-MISMATCH
32518,RAD.RD,0x0526,UNDEFINED,,RMW-RD,0,radio_2069.c:1032 b43_radio_2069_channel_setup;radio_2069.c:1298 b43_radio_2069_channel_setup,
32519,RAD.WR,0x0526,0x0100,,RMW-WB,0,radio_2069.c:1032 b43_radio_2069_channel_setup;radio_2069.c:1298 b43_radio_2069_channel_setup,
32520,RAD.MOD,0x0527,0x0002,0x0003,UNIQUE,1,radio_2069.c:1299 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32521,RAD.RD,0x0527,UNDEFINED,,RMW-RD,0,radio_2069.c:1299 b43_radio_2069_channel_setup,
32522,RAD.WR,0x0527,0x0002,,RMW-WB,0,radio_2069.c:1299 b43_radio_2069_channel_setup,
32523,RAD.MOD,0x046f,0x0000,0x0004,MULTI,3,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32524,RAD.RD,0x046f,UNDEFINED,,RMW-RD,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32525,RAD.WR,0x046f,0x0000,,RMW-WB,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32526,RAD.MOD,0x046f,0x0000,0x0001,MULTI,3,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32527,RAD.RD,0x046f,UNDEFINED,,RMW-RD,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32528,RAD.WR,0x046f,0x0000,,RMW-WB,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32529,RAD.MOD,0x046f,0x0000,0x0002,MULTI,3,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32530,RAD.RD,0x046f,UNDEFINED,,RMW-RD,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32531,RAD.WR,0x046f,0x0000,,RMW-WB,0,radio_2069.c:1300 b43_radio_2069_channel_setup;radio_2069.c:1301 b43_radio_2069_channel_setup;radio_2069.c:1302 b43_radio_2069_channel_setup,
32532,RAD.MOD,0x0465,0x0000,0x0001,UNIQUE,1,radio_2069.c:1303 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32533,RAD.RD,0x0465,UNDEFINED,,RMW-RD,0,radio_2069.c:1303 b43_radio_2069_channel_setup,
32534,RAD.WR,0x0465,0x0000,,RMW-WB,0,radio_2069.c:1303 b43_radio_2069_channel_setup,
32535,RAD.MOD,0x040c,0x0000,0x0010,MULTI,2,radio_2069.c:1309 b43_radio_2069_channel_setup;radio_2069.c:1311 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32536,RAD.RD,0x040c,UNDEFINED,,RMW-RD,0,radio_2069.c:1309 b43_radio_2069_channel_setup;radio_2069.c:1311 b43_radio_2069_channel_setup,
32537,RAD.WR,0x040c,0x0200,,RMW-WB,0,radio_2069.c:1309 b43_radio_2069_channel_setup;radio_2069.c:1311 b43_radio_2069_channel_setup,
32538,PHY.WR,0x0408,0x0c06,,EXACT,6,radio_2069.c:1310 b43_radio_2069_channel_setup,VAL-OK
32539,RAD.MOD,0x040c,0x0010,0x0010,EXACT,2,radio_2069.c:1311 b43_radio_2069_channel_setup,VAL-OK
32540,RAD.RD,0x040c,UNDEFINED,,RMW-RD,0,radio_2069.c:1311 b43_radio_2069_channel_setup,
32541,RAD.WR,0x040c,0x0211,,RMW-WB,0,radio_2069.c:1311 b43_radio_2069_channel_setup,
32542,PHY.WR,0x0417,0x000d,,EXACT,4,radio_2069.c:1312 b43_radio_2069_channel_setup,VAL-OK
32543,PHY.WR,0x0408,0x0c02,,EXACT,6,radio_2069.c:1313 b43_radio_2069_channel_setup,VAL-OK
32544,PHY.WR,0x0728,0x0180,,EXACT,19,phy_ac.c:2919 b43_phy_ac_channel_setup,VAL-OK
32545,PHY.WR,0x0417,0x0004,,EXACT,4,radio_2069.c:1316 b43_radio_2069_channel_setup,VAL-OK
32546,PHY.WR,0x0728,0x0000,,EXACT,19,phy_ac.c:2921 b43_phy_ac_channel_setup;phy_ac.c:2922 b43_phy_ac_channel_setup;phy_ac.c:2923 b43_phy_ac_channel_setup,VAL-OK
32547,RAD.MOD,0x08ea,0x0040,0x0040,EXACT,9,radio_2069.c:1332 b43_radio_2069_channel_setup,VAL-OK
32548,RAD.RD,0x08ea,UNDEFINED,,RMW-RD,0,radio_2069.c:1332 b43_radio_2069_channel_setup,
32549,RAD.WR,0x08ea,0x00ff,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32550,RAD.MOD,0x08ea,0x0080,0x0080,MULTI,9,radio_2069.c:1083 b43_radio_2069_channel_setup;radio_2069.c:1120 b43_radio_2069_channel_setup;radio_2069.c:1141 b43_radio_2069_channel_setup;radio_2069.c:1205 b43_radio_2069_channel_setup,VAL-OK
32551,RAD.RD,0x08ea,UNDEFINED,,RMW-RD,0,radio_2069.c:1083 b43_radio_2069_channel_setup;radio_2069.c:1120 b43_radio_2069_channel_setup;radio_2069.c:1141 b43_radio_2069_channel_setup;radio_2069.c:1205 b43_radio_2069_channel_setup,
32552,RAD.WR,0x08ea,0x00ff,,MULTI,2,radio_2069.c:897 b43_radio_2069_channel_setup;radio_2069.c:1233 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32553,RAD.MOD,0x08ed,0x0000,0x0600,MULTI,4,radio_2069.c:1084 b43_radio_2069_channel_setup;radio_2069.c:1334 b43_radio_2069_channel_setup;radio_2069.c:1335 b43_radio_2069_channel_setup;radio_2069.c:1364 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32554,RAD.RD,0x08ed,UNDEFINED,,RMW-RD,0,radio_2069.c:1084 b43_radio_2069_channel_setup;radio_2069.c:1334 b43_radio_2069_channel_setup;radio_2069.c:1335 b43_radio_2069_channel_setup;radio_2069.c:1364 b43_radio_2069_channel_setup,
32555,RAD.WR,0x08ed,0x4124,,UNIQUE,1,radio_2069.c:897 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32556,RAD.MOD,0x08ed,0x0000,0x1800,MULTI,4,radio_2069.c:1084 b43_radio_2069_channel_setup;radio_2069.c:1334 b43_radio_2069_channel_setup;radio_2069.c:1335 b43_radio_2069_channel_setup;radio_2069.c:1364 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32557,RAD.RD,0x08ed,UNDEFINED,,RMW-RD,0,radio_2069.c:1084 b43_radio_2069_channel_setup;radio_2069.c:1334 b43_radio_2069_channel_setup;radio_2069.c:1335 b43_radio_2069_channel_setup;radio_2069.c:1364 b43_radio_2069_channel_setup,
32558,RAD.WR,0x08ed,0x4124,,UNIQUE,1,radio_2069.c:897 b43_radio_2069_channel_setup,VAL-UNRESOLVED
32559,RAD.MOD,0x0548,0x0001,0x0001,MULTI,4,phy_ac.c:284 b43_phy_ac_op_radio_write;phy_ac.c:1536 b43_phy_ac_set_analog_tx_lpf;radio_2069.c:1336 b43_radio_2069_channel_setup;radio_2069.c:1357 b43_radio_2069_channel_setup,VAL-OK
32560,RAD.RD,0x0548,UNDEFINED,,RMW-RD,0,phy_ac.c:284 b43_phy_ac_op_radio_write;phy_ac.c:1536 b43_phy_ac_set_analog_tx_lpf;radio_2069.c:1336 b43_radio_2069_channel_setup;radio_2069.c:1357 b43_radio_2069_channel_setup,
32561,RAD.WR,0x0548,0x0001,,RMW-WB,0,phy_ac.c:284 b43_phy_ac_op_radio_write;phy_ac.c:1536 b43_phy_ac_set_analog_tx_lpf;radio_2069.c:1336 b43_radio_2069_channel_setup;radio_2069.c:1357 b43_radio_2069_channel_setup,
32562,RAD.WR,0x0549,0x0000,,EXACT,3,phy_ac.c:285 b43_phy_ac_op_radio_write;phy_ac.c:1537 b43_phy_ac_set_analog_tx_lpf;radio_2069.c:1337 b43_radio_2069_channel_setup,VAL-OK
32563,RAD.WR,0x054a,0x0000,,EXACT,3,phy_ac.c:286 b43_phy_ac_op_radio_write;phy_ac.c:1538 b43_phy_ac_set_analog_tx_lpf;radio_2069.c:1338 b43_radio_2069_channel_setup,VAL-OK
32564,RAD.WR,0x054b,0x0000,,EXACT,3,phy_ac.c:287 b43_phy_ac_op_radio_write;phy_ac.c:1539 b43_phy_ac_set_analog_tx_lpf;radio_2069.c:1339 b43_radio_2069_channel_setup,VAL-OK
32565,RAD.WR,0x054c,0x0000,,EXACT,3,phy_ac.c:288 b43_phy_ac_op_radio_write;phy_ac.c:1540 b43_phy_ac_set_analog_tx_lpf;radio_2069.c:1340 b43_radio_2069_channel_setup,VAL-OK
32566,RAD.MOD,0x040b,0x0000,0x0001,MULTI,5,phy_ac.c:289 b43_phy_ac_op_radio_write;phy_ac.c:1541 b43_phy_ac_set_analog_tx_lpf;radio_2069.c:1341 b43_radio_2069_channel_setup;radio_2069.c:1343 b43_radio_2069_channel_setup,VAL-UNRESOLVED
