trace_seq,op,addr,val,mask,match,n_driver_sites,driver_site(s),value_check
50410,PMU.RC,0x0000,0x00000000,0x00000002,NONE,,,
50418,GPIO.CTL,,0x00000000,0x00000000,NONE,,,
51260,PMU.PLL,0x0002,0x00000000,0x00000000,NONE,,,
51261,PMU.PLL,0x0003,0x00000000,0x00000000,NONE,,,
51262,PHY.RD,0x0728,UNDEFINED,,UNIQUE,1,radio_2069.c:1226 b43_radio_2069_channel_setup,
51263,PHY.RD,0x0408,UNDEFINED,,UNIQUE,1,radio_2069.c:1227 b43_radio_2069_channel_setup,
51264,PHY.WR,0x0415,0x0000,,EXACT,1,radio_2069.c:1230 b43_radio_2069_channel_setup,VAL-OK
51265,PHY.WR,0x040e,0x0000,,EXACT,1,radio_2069.c:1231 b43_radio_2069_channel_setup,VAL-OK
51266,PHY.WR,0x040c,0x2000,,EXACT,1,radio_2069.c:1232 b43_radio_2069_channel_setup,VAL-OK
51267,PHY.WR,0x0408,0x0c00,,EXACT,6,radio_2069.c:1233 b43_radio_2069_channel_setup;radio_2069.c:1241 b43_radio_2069_channel_setup;radio_2069.c:1246 b43_radio_2069_channel_setup,VAL-OK
51268,PHY.WR,0x0417,0x0000,,EXACT,4,phy_ac.c:2112 b43_phy_ac_set_channel;radio_2069.c:1234 b43_radio_2069_channel_setup,VAL-OK
51269,PHY.WR,0x0416,0x000d,,EXACT,2,radio_2069.c:1235 b43_radio_2069_channel_setup,VAL-OK
51270,PHY.WR,0x0728,0x0000,,MULTI,3,radio_2069.c:1238 b43_radio_2069_channel_setup;radio_2069.c:1291 b43_radio_2069_channel_setup;radio_2069.c:1294 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51271,PHY.RD,0x0720,UNDEFINED,,UNIQUE,1,radio_2069.c:1239 b43_radio_2069_channel_setup,
51272,PHY.WR,0x0720,0x03ff,,EXACT,1,radio_2069.c:1240 b43_radio_2069_channel_setup,VAL-OK
51273,PHY.WR,0x0408,0x0c00,,EXACT,6,radio_2069.c:1233 b43_radio_2069_channel_setup;radio_2069.c:1241 b43_radio_2069_channel_setup;radio_2069.c:1246 b43_radio_2069_channel_setup,VAL-OK
51274,PHY.WR,0x0408,0x0c01,,EXACT,6,radio_2069.c:1245 b43_radio_2069_channel_setup,VAL-OK
51276,PHY.WR,0x0408,0x0c00,,EXACT,6,radio_2069.c:1233 b43_radio_2069_channel_setup;radio_2069.c:1241 b43_radio_2069_channel_setup;radio_2069.c:1246 b43_radio_2069_channel_setup,VAL-OK
51277,RAD.WR,0x063a,0x0000,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51278,RAD.WR,0x063d,0x000f,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51279,RAD.WR,0x0645,0x3000,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51280,RAD.WR,0x0646,0x0303,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51281,RAD.WR,0x0647,0x36e2,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51282,RAD.WR,0x0649,0x6000,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51283,RAD.WR,0x064a,0x0003,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51284,RAD.WR,0x065e,0x0ff4,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51285,RAD.WR,0x0666,0x0b2d,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51286,RAD.WR,0x0667,0x03ff,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51287,RAD.WR,0x0115,0x3337,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51288,RAD.WR,0x0117,0x1337,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51289,RAD.WR,0x0718,0x7777,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51290,RAD.WR,0x071c,0x1000,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51291,RAD.WR,0x0726,0x0100,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51292,RAD.WR,0x0727,0x0002,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51293,RAD.WR,0x0761,0x0100,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51294,RAD.WR,0x0407,0x8382,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51295,RAD.WR,0x055e,0x0020,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51296,RAD.WR,0x0885,0x0700,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51297,RAD.WR,0x08e9,0x01ce,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51298,RAD.WR,0x08ea,0x00ff,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51299,RAD.WR,0x08ec,0x06ff,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51300,RAD.WR,0x0972,0x0600,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51301,RAD.MOD,0x096b,0x0800,0x0800,EXACT,5,radio_2069.c:1252 b43_radio_2069_channel_setup,VAL-OK
51303,RAD.WR,0x096b,0x0800,,RMW-WB,0,radio_2069.c:1252 b43_radio_2069_channel_setup,
51304,RAD.MOD,0x096b,0x4000,0x4000,EXACT,5,radio_2069.c:1253 b43_radio_2069_channel_setup,VAL-OK
51306,RAD.WR,0x096b,0x4800,,RMW-WB,0,radio_2069.c:1253 b43_radio_2069_channel_setup,
51307,RAD.MOD,0x096c,0x0800,0x0800,EXACT,1,radio_2069.c:1254 b43_radio_2069_channel_setup,VAL-OK
51309,RAD.WR,0x096c,0x0800,,RMW-WB,0,radio_2069.c:1254 b43_radio_2069_channel_setup,
51310,RAD.MOD,0x096b,0x8000,0x8000,EXACT,5,radio_2069.c:1255 b43_radio_2069_channel_setup,VAL-OK
51312,RAD.WR,0x096b,0xc800,,RMW-WB,0,radio_2069.c:1255 b43_radio_2069_channel_setup,
51313,RAD.MOD,0x096b,0x1000,0x1000,EXACT,5,radio_2069.c:1256 b43_radio_2069_channel_setup,VAL-OK
51315,RAD.WR,0x096b,0xd800,,RMW-WB,0,radio_2069.c:1256 b43_radio_2069_channel_setup,
51316,RAD.MOD,0x096b,0x0004,0x0004,EXACT,5,radio_2069.c:1257 b43_radio_2069_channel_setup,VAL-OK
51318,RAD.WR,0x096b,0xd804,,RMW-WB,0,radio_2069.c:1257 b43_radio_2069_channel_setup,
51319,RAD.MOD,0x0407,0x0002,0x0002,EXACT,1,radio_2069.c:1258 b43_radio_2069_channel_setup,VAL-OK
51321,RAD.WR,0x0407,0x8302,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51322,RAD.MOD,0x055e,0x0010,0x0010,EXACT,1,radio_2069.c:1259 b43_radio_2069_channel_setup,VAL-OK
51324,RAD.WR,0x055e,0x0030,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51325,RAD.MOD,0x0126,0x0100,0x0300,MULTI,2,radio_2069.c:1020 b43_radio_2069_channel_setup;radio_2069.c:1275 b43_radio_2069_channel_setup,VAL-MISMATCH
51327,RAD.WR,0x0126,0x0100,,RMW-WB,0,radio_2069.c:1020 b43_radio_2069_channel_setup;radio_2069.c:1275 b43_radio_2069_channel_setup,
51328,RAD.MOD,0x0127,0x0002,0x0003,UNIQUE,1,radio_2069.c:1276 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51330,RAD.WR,0x0127,0x0002,,RMW-WB,0,radio_2069.c:1276 b43_radio_2069_channel_setup,
51331,RAD.MOD,0x006f,0x0000,0x0004,MULTI,3,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51333,RAD.WR,0x006f,0x0000,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,
51334,RAD.MOD,0x006f,0x0000,0x0001,MULTI,3,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51336,RAD.WR,0x006f,0x0000,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,
51337,RAD.MOD,0x006f,0x0000,0x0002,MULTI,3,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51339,RAD.WR,0x006f,0x0000,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,
51340,RAD.MOD,0x0065,0x0000,0x0001,UNIQUE,1,radio_2069.c:1280 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51342,RAD.WR,0x0065,0x0000,,RMW-WB,0,radio_2069.c:1280 b43_radio_2069_channel_setup,
51343,RAD.MOD,0x0326,0x0100,0x0300,MULTI,2,radio_2069.c:1020 b43_radio_2069_channel_setup;radio_2069.c:1275 b43_radio_2069_channel_setup,VAL-MISMATCH
51345,RAD.WR,0x0326,0x0100,,RMW-WB,0,radio_2069.c:1020 b43_radio_2069_channel_setup;radio_2069.c:1275 b43_radio_2069_channel_setup,
51346,RAD.MOD,0x0327,0x0002,0x0003,UNIQUE,1,radio_2069.c:1276 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51348,RAD.WR,0x0327,0x0002,,RMW-WB,0,radio_2069.c:1276 b43_radio_2069_channel_setup,
51349,RAD.MOD,0x026f,0x0000,0x0004,MULTI,3,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51351,RAD.WR,0x026f,0x0000,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,
51352,RAD.MOD,0x026f,0x0000,0x0001,MULTI,3,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51354,RAD.WR,0x026f,0x0000,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,
51355,RAD.MOD,0x026f,0x0000,0x0002,MULTI,3,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51357,RAD.WR,0x026f,0x0000,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,
51358,RAD.MOD,0x0265,0x0000,0x0001,UNIQUE,1,radio_2069.c:1280 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51360,RAD.WR,0x0265,0x0000,,RMW-WB,0,radio_2069.c:1280 b43_radio_2069_channel_setup,
51361,RAD.MOD,0x0526,0x0100,0x0300,MULTI,2,radio_2069.c:1020 b43_radio_2069_channel_setup;radio_2069.c:1275 b43_radio_2069_channel_setup,VAL-MISMATCH
51363,RAD.WR,0x0526,0x0100,,RMW-WB,0,radio_2069.c:1020 b43_radio_2069_channel_setup;radio_2069.c:1275 b43_radio_2069_channel_setup,
51364,RAD.MOD,0x0527,0x0002,0x0003,UNIQUE,1,radio_2069.c:1276 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51366,RAD.WR,0x0527,0x0002,,RMW-WB,0,radio_2069.c:1276 b43_radio_2069_channel_setup,
51367,RAD.MOD,0x046f,0x0000,0x0004,MULTI,3,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51369,RAD.WR,0x046f,0x0000,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,
51370,RAD.MOD,0x046f,0x0000,0x0001,MULTI,3,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51372,RAD.WR,0x046f,0x0000,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,
51373,RAD.MOD,0x046f,0x0000,0x0002,MULTI,3,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51375,RAD.WR,0x046f,0x0000,,RMW-WB,0,radio_2069.c:1277 b43_radio_2069_channel_setup;radio_2069.c:1278 b43_radio_2069_channel_setup;radio_2069.c:1279 b43_radio_2069_channel_setup,
51376,RAD.MOD,0x0465,0x0000,0x0001,UNIQUE,1,radio_2069.c:1280 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51378,RAD.WR,0x0465,0x0000,,RMW-WB,0,radio_2069.c:1280 b43_radio_2069_channel_setup,
51379,RAD.MOD,0x040c,0x0000,0x0010,MULTI,2,radio_2069.c:1286 b43_radio_2069_channel_setup;radio_2069.c:1288 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51381,RAD.WR,0x040c,0x0200,,RMW-WB,0,radio_2069.c:1286 b43_radio_2069_channel_setup;radio_2069.c:1288 b43_radio_2069_channel_setup,
51382,PHY.WR,0x0408,0x0c06,,EXACT,6,radio_2069.c:1287 b43_radio_2069_channel_setup,VAL-OK
51384,RAD.MOD,0x040c,0x0010,0x0010,EXACT,2,radio_2069.c:1288 b43_radio_2069_channel_setup,VAL-OK
51386,RAD.WR,0x040c,0x0211,,RMW-WB,0,radio_2069.c:1288 b43_radio_2069_channel_setup,
51387,PHY.WR,0x0417,0x000d,,EXACT,4,radio_2069.c:1289 b43_radio_2069_channel_setup,VAL-OK
51388,PHY.WR,0x0408,0x0c02,,EXACT,6,radio_2069.c:1290 b43_radio_2069_channel_setup,VAL-OK
51389,PHY.WR,0x0728,0x0180,,MULTI,3,radio_2069.c:1238 b43_radio_2069_channel_setup;radio_2069.c:1291 b43_radio_2069_channel_setup;radio_2069.c:1294 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51391,PHY.WR,0x0417,0x0004,,EXACT,4,radio_2069.c:1293 b43_radio_2069_channel_setup,VAL-OK
51392,PHY.WR,0x0728,0x0000,,MULTI,3,radio_2069.c:1238 b43_radio_2069_channel_setup;radio_2069.c:1291 b43_radio_2069_channel_setup;radio_2069.c:1294 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51393,RAD.MOD,0x08ea,0x0040,0x0040,EXACT,9,radio_2069.c:1309 b43_radio_2069_channel_setup,VAL-OK
51395,RAD.WR,0x08ea,0x00ff,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51396,RAD.MOD,0x08ea,0x0080,0x0080,MULTI,9,radio_2069.c:1059 b43_radio_2069_channel_setup;radio_2069.c:1089 b43_radio_2069_channel_setup;radio_2069.c:1110 b43_radio_2069_channel_setup;radio_2069.c:1180 b43_radio_2069_channel_setup,VAL-OK
51398,RAD.WR,0x08ea,0x00ff,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51399,RAD.MOD,0x08ed,0x0000,0x0600,MULTI,4,radio_2069.c:1060 b43_radio_2069_channel_setup;radio_2069.c:1311 b43_radio_2069_channel_setup;radio_2069.c:1312 b43_radio_2069_channel_setup;radio_2069.c:1341 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51401,RAD.WR,0x08ed,0x4124,,UNIQUE,1,radio_2069.c:882 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51402,RAD.MOD,0x08ed,0x0000,0x1800,MULTI,4,radio_2069.c:1060 b43_radio_2069_channel_setup;radio_2069.c:1311 b43_radio_2069_channel_setup;radio_2069.c:1312 b43_radio_2069_channel_setup;radio_2069.c:1341 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51404,RAD.WR,0x08ed,0x4124,,UNIQUE,1,radio_2069.c:882 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51405,RAD.MOD,0x0548,0x0001,0x0001,MULTI,3,phy_ac.c:261 b43_phy_ac_op_radio_write;radio_2069.c:1313 b43_radio_2069_channel_setup;radio_2069.c:1334 b43_radio_2069_channel_setup,VAL-OK
51407,RAD.WR,0x0548,0x0001,,RMW-WB,0,phy_ac.c:261 b43_phy_ac_op_radio_write;radio_2069.c:1313 b43_radio_2069_channel_setup;radio_2069.c:1334 b43_radio_2069_channel_setup,
51408,RAD.WR,0x0549,0x0000,,EXACT,2,phy_ac.c:262 b43_phy_ac_op_radio_write;radio_2069.c:1314 b43_radio_2069_channel_setup,VAL-OK
51409,RAD.WR,0x054a,0x0000,,EXACT,2,phy_ac.c:263 b43_phy_ac_op_radio_write;radio_2069.c:1315 b43_radio_2069_channel_setup,VAL-OK
51410,RAD.WR,0x054b,0x0000,,EXACT,2,phy_ac.c:264 b43_phy_ac_op_radio_write;radio_2069.c:1316 b43_radio_2069_channel_setup,VAL-OK
51411,RAD.WR,0x054c,0x0000,,EXACT,2,phy_ac.c:265 b43_phy_ac_op_radio_write;radio_2069.c:1317 b43_radio_2069_channel_setup,VAL-OK
51412,RAD.MOD,0x040b,0x0000,0x0001,MULTI,4,phy_ac.c:266 b43_phy_ac_op_radio_write;radio_2069.c:1318 b43_radio_2069_channel_setup;radio_2069.c:1320 b43_radio_2069_channel_setup;radio_2069.c:1337 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51414,RAD.WR,0x040b,0x0000,,RMW-WB,0,phy_ac.c:266 b43_phy_ac_op_radio_write;radio_2069.c:1318 b43_radio_2069_channel_setup;radio_2069.c:1320 b43_radio_2069_channel_setup;radio_2069.c:1337 b43_radio_2069_channel_setup,
51416,RAD.MOD,0x040b,0x0001,0x0001,EXACT,4,radio_2069.c:1320 b43_radio_2069_channel_setup,VAL-OK
51418,RAD.WR,0x040b,0x0001,,RMW-WB,0,radio_2069.c:1320 b43_radio_2069_channel_setup,
51420,RAD.RD,0x040b,UNDEFINED,,MULTI,2,radio_2069.c:1331 b43_radio_2069_channel_setup;radio_2069.c:1332 b43_radio_2069_channel_setup,
51421,RAD.RD,0x040b,UNDEFINED,,MULTI,2,radio_2069.c:1331 b43_radio_2069_channel_setup;radio_2069.c:1332 b43_radio_2069_channel_setup,
51422,RAD.MOD,0x0548,0x0000,0x0001,MULTI,3,phy_ac.c:261 b43_phy_ac_op_radio_write;radio_2069.c:1313 b43_radio_2069_channel_setup;radio_2069.c:1334 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51424,RAD.WR,0x0548,0x0000,,RMW-WB,0,phy_ac.c:261 b43_phy_ac_op_radio_write;radio_2069.c:1313 b43_radio_2069_channel_setup;radio_2069.c:1334 b43_radio_2069_channel_setup,
51425,RAD.MOD,0x08ea,0x0000,0x0040,MULTI,9,radio_2069.c:1059 b43_radio_2069_channel_setup;radio_2069.c:1089 b43_radio_2069_channel_setup;radio_2069.c:1110 b43_radio_2069_channel_setup;radio_2069.c:1180 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51427,RAD.WR,0x08ea,0x00bf,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51428,RAD.MOD,0x08ea,0x0000,0x0080,MULTI,9,radio_2069.c:1059 b43_radio_2069_channel_setup;radio_2069.c:1089 b43_radio_2069_channel_setup;radio_2069.c:1110 b43_radio_2069_channel_setup;radio_2069.c:1180 b43_radio_2069_channel_setup,VAL-OK
51430,RAD.WR,0x08ea,0x003f,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51431,RAD.MOD,0x040b,0x0000,0x0001,MULTI,4,phy_ac.c:266 b43_phy_ac_op_radio_write;radio_2069.c:1318 b43_radio_2069_channel_setup;radio_2069.c:1320 b43_radio_2069_channel_setup;radio_2069.c:1337 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51433,RAD.WR,0x040b,0x0168,,RMW-WB,0,phy_ac.c:266 b43_phy_ac_op_radio_write;radio_2069.c:1318 b43_radio_2069_channel_setup;radio_2069.c:1320 b43_radio_2069_channel_setup;radio_2069.c:1337 b43_radio_2069_channel_setup,
51434,RAD.MOD,0x08ea,0x0080,0x0080,MULTI,9,radio_2069.c:1059 b43_radio_2069_channel_setup;radio_2069.c:1089 b43_radio_2069_channel_setup;radio_2069.c:1110 b43_radio_2069_channel_setup;radio_2069.c:1180 b43_radio_2069_channel_setup,VAL-OK
51436,RAD.WR,0x08ea,0x00bf,,MULTI,2,radio_2069.c:882 b43_radio_2069_channel_setup;radio_2069.c:1210 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51437,RAD.MOD,0x08ed,0x0400,0x0600,EXACT,4,radio_2069.c:1060 b43_radio_2069_channel_setup,VAL-OK
51439,RAD.WR,0x08ed,0x4524,,UNIQUE,1,radio_2069.c:882 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51440,RAD.MOD,0x0410,0x1000,0x1000,EXACT,5,radio_2069.c:974 b43_radio_2069_channel_setup,VAL-OK
51442,RAD.WR,0x0410,0x1f80,,RMW-WB,0,radio_2069.c:974 b43_radio_2069_channel_setup,
51443,RAD.MOD,0x0410,0x0000,0x0018,EXACT,5,radio_2069.c:976 b43_radio_2069_channel_setup,VAL-OK
51445,RAD.WR,0x0410,0x1f80,,RMW-WB,0,radio_2069.c:976 b43_radio_2069_channel_setup,
51446,RAD.MOD,0x0411,0x1c00,0xff00,EXACT,3,radio_2069.c:978 b43_radio_2069_channel_setup,VAL-OK
51448,RAD.WR,0x0411,0x1c54,,RMW-WB,0,radio_2069.c:978 b43_radio_2069_channel_setup,
51449,RAD.WR,0x0412,0x014a,,UNIQUE,1,radio_2069.c:980 b43_radio_2069_channel_setup,VAL-UNRESOLVED
51450,RAD.MOD,0x0410,0x0000,0x0001,MULTI,5,radio_2069.c:974 b43_radio_2069_channel_setup;radio_2069.c:976 b43_radio_2069_channel_setup;radio_2069.c:989 b43_radio_2069_channel_setup;radio_2069.c:991 b43_radio_2069_channel_setup,VAL-OK
51452,RAD.WR,0x0410,0x1f80,,RMW-WB,0,radio_2069.c:974 b43_radio_2069_channel_setup;radio_2069.c:976 b43_radio_2069_channel_setup;radio_2069.c:989 b43_radio_2069_channel_setup;radio_2069.c:991 b43_radio_2069_channel_setup,
51454,RAD.MOD,0x0410,0x0001,0x0001,EXACT,5,radio_2069.c:991 b43_radio_2069_channel_setup,VAL-OK
51456,RAD.WR,0x0410,0x1f81,,RMW-WB,0,radio_2069.c:991 b43_radio_2069_channel_setup,
51458,RAD.MOD,0x0411,0x0001,0x0001,EXACT,3,radio_2069.c:993 b43_radio_2069_channel_setup,VAL-OK
51460,RAD.WR,0x0411,0x1c55,,RMW-WB,0,radio_2069.c:993 b43_radio_2069_channel_setup,
51462,RAD.RD,0x0413,UNDEFINED,,UNIQUE,1,radio_2069.c:997 b43_radio_2069_channel_setup,
51464,RAD.RD,0x0413,UNDEFINED,,UNIQUE,1,radio_2069.c:997 b43_radio_2069_channel_setup,
51466,RAD.RD,0x0413,UNDEFINED,,UNIQUE,1,radio_2069.c:997 b43_radio_2069_channel_setup,
51468,RAD.RD,0x0413,UNDEFINED,,UNIQUE,1,radio_2069.c:997 b43_radio_2069_channel_setup,
51470,RAD.RD,0x0413,UNDEFINED,,UNIQUE,1,radio_2069.c:997 b43_radio_2069_channel_setup,
51472,RAD.RD,0x0413,UNDEFINED,,UNIQUE,1,radio_2069.c:997 b43_radio_2069_channel_setup,
51473,RAD.MOD,0x0411,0x0000,0x0001,EXACT,3,radio_2069.c:1001 b43_radio_2069_channel_setup,VAL-OK
51475,RAD.WR,0x0411,0x1c54,,RMW-WB,0,radio_2069.c:1001 b43_radio_2069_channel_setup,
51476,RAD.RD,0x0414,UNDEFINED,,UNIQUE,1,radio_2069.c:1067 b43_radio_2069_channel_setup,
51477,RAD.RD,0x0415,UNDEFINED,,UNIQUE,1,radio_2069.c:1068 b43_radio_2069_channel_setup,
51478,RAD.MOD,0x0410,0x0000,0x0001,MULTI,5,radio_2069.c:974 b43_radio_2069_channel_setup;radio_2069.c:976 b43_radio_2069_channel_setup;radio_2069.c:989 b43_radio_2069_channel_setup;radio_2069.c:991 b43_radio_2069_channel_setup,VAL-OK
51480,RAD.WR,0x0410,0x1f80,,RMW-WB,0,radio_2069.c:974 b43_radio_2069_channel_setup;radio_2069.c:976 b43_radio_2069_channel_setup;radio_2069.c:989 b43_radio_2069_channel_setup;radio_2069.c:991 b43_radio_2069_channel_setup,
